Income,Age,Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Items_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Cluster
44300.0,60,2,3,1,1,65,30,0,9,0,0,3,42,2,1,0,3,2
84835.0,55,2,2,0,0,0,189,104,379,111,189,218,1190,1,4,4,6,3
30372.0,54,2,6,1,1,33,15,0,12,7,3,7,44,3,2,0,3,2
33181.0,49,3,3,1,0,90,9,0,3,0,0,4,16,1,1,0,2,2
71113.0,68,2,3,0,1,95,495,33,255,11,33,8,835,4,6,7,9,3
71952.0,39,2,3,1,0,93,656,80,455,52,107,93,1443,2,8,4,8,1
69759.0,59,4,4,0,0,38,452,20,514,13,30,0,1029,3,4,6,5,3
72099.0,51,2,3,0,0,18,546,91,410,119,0,22,1188,1,3,4,10,3
60000.0,49,4,4,0,1,57,1048,0,217,0,0,12,1277,5,11,3,5,1
38643.0,47,2,4,1,1,45,22,2,14,0,1,10,49,2,2,0,3,2
50737.0,70,2,3,0,1,61,78,0,11,0,0,10,99,1,2,0,4,2
68462.0,56,4,3,0,0,6,561,64,785,84,128,48,1670,1,3,3,8,1
65073.0,82,3,3,0,0,65,629,17,177,69,0,8,900,1,5,3,5,3
46681.0,77,4,5,0,2,52,269,15,69,15,19,38,425,2,4,6,4,2
78618.0,68,2,3,0,0,87,736,163,818,212,163,61,2153,1,4,7,10,1
62187.0,56,4,6,0,1,38,512,0,83,0,0,41,636,3,6,2,10,3
28442.0,47,2,3,2,0,53,19,3,10,11,8,6,57,3,2,1,4,2
37717.0,47,4,3,1,0,31,9,0,6,4,1,5,25,1,1,0,2,2
51479.0,58,2,3,1,1,67,247,8,160,6,8,65,494,7,6,3,6,2
54803.0,56,2,4,0,1,65,404,0,92,28,27,142,693,2,6,2,9,3
79530.0,65,2,3,0,0,64,333,0,815,129,42,29,1348,1,4,10,11,1
31615.0,49,2,2,1,0,82,2,3,20,6,11,9,51,2,2,0,3,2
72025.0,63,2,5,0,0,27,833,33,549,151,133,233,1932,1,4,3,8,1
52614.0,50,4,4,0,1,63,789,0,142,12,9,38,990,2,2,4,8,3
35684.0,41,0,3,1,0,66,10,4,7,0,6,3,30,1,1,0,3,2
48178.0,50,2,3,1,1,69,159,4,45,6,2,38,254,6,5,1,4,2
29548.0,55,3,4,1,0,52,7,1,6,3,1,11,29,1,1,1,2,2
63810.0,59,2,4,0,1,45,977,12,253,16,12,101,1371,4,4,3,12,1
38578.0,53,4,4,1,1,2,38,4,22,3,3,3,73,3,3,0,3,2
46098.0,50,3,4,1,1,86,57,0,27,0,0,36,120,4,3,2,2,2
22585.0,55,2,4,0,0,23,3,9,15,13,2,39,81,1,1,1,2,2
30279.0,36,2,4,1,0,13,10,4,14,4,4,1,37,1,1,0,3,2
66426.0,64,4,5,0,1,14,1043,24,97,32,24,157,1377,2,3,5,10,1
30822.0,56,2,4,1,0,92,3,9,13,2,12,12,51,1,1,0,3,2
33581.0,56,4,3,2,0,38,11,0,5,0,0,1,17,1,1,0,2,2
19986.0,40,2,3,1,0,74,3,6,5,0,2,6,22,1,0,0,3,2
27421.0,71,2,6,0,0,14,43,12,96,78,40,55,324,3,4,1,6,2
35688.0,52,0,3,2,1,94,73,3,90,12,1,32,211,7,4,1,4,2
36143.0,44,3,4,1,0,33,12,0,1,0,0,6,19,1,0,1,2,2
10245.0,54,2,4,1,0,32,4,7,7,6,4,13,41,3,1,2,2,2
43795.0,57,3,5,0,1,11,314,11,53,4,3,107,492,3,7,3,4,2
63381.0,65,2,5,0,1,78,571,50,142,33,50,159,1005,4,4,5,13,3
38823.0,76,2,5,0,1,56,70,0,11,2,8,23,114,1,2,1,3,2
83664.0,57,4,2,1,1,57,866,21,151,28,21,86,1173,3,2,2,12,3
90300.0,46,2,5,0,0,7,594,134,786,33,134,57,1738,0,5,6,8,1
62499.0,46,3,5,1,0,0,140,4,61,0,13,4,222,2,3,1,6,2
74293.0,32,2,4,0,0,66,375,152,335,93,91,81,1127,1,5,4,6,3
51012.0,79,4,3,0,0,86,102,9,63,2,9,24,209,1,4,1,4,2
70777.0,57,3,3,0,1,80,554,35,113,0,7,78,787,3,5,3,12,3
68682.0,34,4,5,0,0,56,919,0,505,99,30,45,1598,1,4,9,10,1
43824.0,54,2,3,1,1,18,96,1,42,12,3,32,186,4,3,1,4,2
15345.0,41,2,5,1,0,51,5,2,16,3,2,19,47,2,1,1,2,2
23442.0,38,2,4,1,0,71,2,0,6,8,6,5,27,1,1,0,3,2
14515.0,45,0,5,1,0,71,6,4,9,6,36,35,96,4,2,2,3,2
31395.0,69,0,2,1,1,80,23,1,25,0,8,7,64,4,2,1,3,2
75276.0,60,2,5,0,0,2,610,105,125,137,42,21,1040,1,9,4,9,3
42373.0,51,2,4,1,1,83,67,5,61,3,8,19,163,5,2,1,5,2
30507.0,65,2,5,0,0,29,65,36,74,38,20,110,343,1,5,1,4,2
55521.0,70,4,4,1,2,11,416,0,26,0,0,4,446,9,6,3,6,2
48006.0,60,2,3,1,1,55,23,0,11,3,2,2,41,1,1,0,3,2
27213.0,53,4,4,1,0,19,19,3,26,10,9,3,70,3,2,0,4,2
65808.0,54,4,2,1,1,1,155,7,80,13,7,10,272,3,5,1,5,2
30351.0,51,4,5,1,0,19,14,0,24,3,3,2,46,1,3,0,2,2
50437.0,62,2,3,0,2,28,370,9,92,6,9,4,490,3,7,1,8,3
23616.0,43,0,4,1,0,76,4,22,11,3,7,32,79,2,3,0,3,2
53858.0,49,2,3,0,1,50,407,53,221,58,150,26,915,4,4,3,6,3
66465.0,70,4,3,0,1,1,1200,0,204,38,29,14,1485,3,11,9,12,1
46923.0,38,2,4,1,0,90,85,44,54,102,78,6,369,3,5,1,7,2
75072.0,63,2,5,0,1,83,583,34,309,0,22,125,1073,2,5,4,8,3
75865.0,82,4,3,0,0,73,483,0,591,156,0,12,1242,1,3,5,10,3
19789.0,50,0,5,1,0,24,2,5,9,28,6,28,78,3,2,1,3,2
80134.0,31,2,5,0,0,11,966,26,282,52,26,26,1378,1,2,7,11,1
91065.0,44,2,4,0,0,33,822,114,108,179,137,114,1474,1,7,9,9,1
49505.0,54,3,3,1,1,4,604,0,100,19,0,28,751,9,10,2,8,3
37401.0,52,4,3,1,0,14,19,3,19,3,1,3,48,2,2,0,3,2
30096.0,42,2,3,1,0,30,5,3,11,12,5,9,45,1,2,0,3,2
18492.0,43,3,5,1,0,75,2,2,2,2,1,1,10,1,1,0,2,2
82584.0,51,3,3,0,0,26,1076,68,103,29,91,68,1435,1,3,4,8,1
93027.0,84,4,3,0,0,77,1285,42,716,55,0,21,2119,0,7,10,5,1
48686.0,72,2,3,1,2,8,10,0,7,2,0,1,20,1,1,0,2,2
92910.0,39,2,3,0,0,42,551,137,792,179,103,33,1795,1,6,7,13,1
75433.0,36,2,3,1,0,28,800,0,297,0,34,57,1188,2,2,5,10,3
10404.0,36,0,5,1,0,52,2,2,11,10,6,12,43,2,1,0,4,2
61314.0,57,2,3,0,1,1,378,0,189,97,172,172,1008,2,5,5,12,3
84865.0,64,4,4,0,0,1,1248,16,349,43,16,16,1688,1,2,4,9,1
42387.0,36,2,3,1,0,42,235,0,235,19,4,191,684,5,8,1,7,3
67309.0,58,0,5,1,1,76,515,47,181,149,95,95,1082,15,9,6,9,3
75236.0,61,2,3,0,1,27,438,66,400,12,38,114,1068,1,8,3,13,3
30015.0,55,2,4,1,0,28,25,0,22,2,3,5,57,2,1,0,4,2
50943.0,69,3,5,0,1,49,31,0,7,2,0,6,46,1,1,0,3,2
67272.0,59,2,2,0,1,12,357,35,271,28,28,14,733,3,6,2,12,3
51529.0,76,3,6,0,1,14,400,4,35,6,0,22,467,2,9,1,5,2
32011.0,54,4,3,1,0,89,99,0,15,2,1,5,122,3,2,1,4,2
7500.0,39,0,3,1,0,96,1,11,5,4,6,9,36,2,2,0,3,2
28691.0,36,2,3,1,0,56,5,4,13,8,0,4,34,1,1,0,3,2
56223.0,77,4,3,0,1,72,77,28,31,16,0,4,156,2,2,1,5,2
18100.0,79,2,3,0,0,14,3,1,2,4,3,1,14,1,0,0,3,2
30279.0,36,2,4,1,0,13,10,4,14,4,4,1,37,1,1,0,3,2
20130.0,51,0,3,0,0,99,0,6,3,7,6,12,34,1,1,0,3,2
23295.0,66,2,2,0,0,72,0,0,1,2,12,5,20,1,1,0,2,2
42618.0,53,3,2,1,0,92,76,14,74,13,5,10,192,2,5,0,4,2
81246.0,61,2,4,0,0,87,398,190,537,61,156,37,1379,1,4,5,7,1
24027.0,49,2,3,1,0,7,14,7,11,11,0,5,48,2,2,0,3,2
55707.0,72,4,3,0,1,91,208,7,82,30,66,35,428,2,3,2,9,2
57959.0,70,2,4,0,1,71,430,16,322,43,24,33,868,5,4,7,11,3
56796.0,56,2,3,0,1,24,656,38,161,62,47,37,1001,3,8,9,7,3
36230.0,54,3,4,1,0,17,14,2,30,8,2,3,59,1,2,0,4,2
70829.0,45,0,3,1,1,87,141,70,106,72,19,23,431,2,4,2,8,2
65991.0,49,2,3,0,1,21,507,19,364,25,47,9,971,3,9,5,10,3
38988.0,53,2,3,1,2,90,164,24,103,12,3,42,348,7,5,1,6,2
89572.0,59,0,4,0,0,44,606,24,974,197,194,64,2059,1,7,7,9,1
42207.0,41,3,3,1,0,71,116,11,72,3,17,46,265,4,4,1,5,2
50300.0,73,2,3,0,1,52,143,15,60,24,23,5,270,2,2,1,8,2
66664.0,43,0,5,0,0,78,398,96,447,220,96,32,1289,1,5,7,6,3
60597.0,61,2,3,0,1,2,522,0,257,32,16,66,893,4,2,2,8,3
70165.0,76,2,6,0,0,60,161,0,253,199,191,122,926,1,3,7,11,3
50520.0,67,4,6,0,1,25,112,0,6,2,1,14,135,2,3,1,3,2
80124.0,62,2,3,0,0,47,483,84,398,205,84,241,1495,1,3,7,8,1
33183.0,50,2,3,1,0,46,7,5,39,17,15,37,120,2,4,0,3,2
66582.0,56,4,4,0,0,83,789,25,420,16,38,0,1288,1,2,8,9,1
75261.0,70,4,5,0,0,17,1239,17,413,23,34,17,1743,1,5,6,5,1
31880.0,55,2,6,1,0,13,4,1,5,2,0,3,15,1,1,0,2,2
53790.0,74,2,3,0,2,86,335,42,127,28,5,5,542,3,7,2,8,3
49269.0,54,4,5,1,0,92,639,8,166,11,8,58,890,3,7,3,12,3
61456.0,50,2,3,0,1,47,563,76,384,84,192,89,1388,4,6,10,13,1
37406.0,45,2,3,1,0,18,2,0,8,2,2,3,17,1,1,0,2,2
56937.0,44,4,5,1,0,81,746,8,125,11,8,8,906,7,8,6,9,3
38415.0,47,2,3,1,1,91,22,1,13,4,0,4,44,2,1,0,3,2
20518.0,37,2,4,1,0,58,4,1,6,4,1,9,25,1,1,1,2,2
62503.0,69,2,3,0,1,40,478,0,193,110,75,117,973,4,8,3,11,3
41644.0,53,4,4,1,1,67,20,3,4,2,0,2,31,2,1,0,3,2
55842.0,48,3,3,0,1,19,451,0,39,0,4,24,518,1,7,1,8,3
62010.0,53,4,3,0,1,93,371,22,39,6,0,92,530,4,6,2,7,3
41124.0,48,2,3,1,0,41,281,7,84,15,0,119,506,7,7,3,4,2
38961.0,52,3,3,1,0,60,19,7,19,0,1,24,70,1,2,1,2,2
37760.0,53,3,2,1,0,54,26,3,13,2,10,0,54,1,2,0,3,2
32233.0,51,2,4,1,0,26,138,15,35,25,11,72,296,2,6,2,2,2
43057.0,50,2,3,0,1,30,213,2,44,0,2,5,266,4,4,2,5,2
83151.0,65,3,5,0,0,93,407,28,100,120,74,18,747,1,5,9,4,3
78825.0,61,4,2,0,0,35,483,74,114,169,37,18,895,1,5,10,13,3
65104.0,49,3,5,0,1,4,738,0,232,13,20,50,1053,2,3,5,7,3
60093.0,51,2,3,0,1,92,502,12,109,16,6,90,735,2,7,2,10,3
14045.0,56,2,3,1,0,24,11,0,5,2,1,1,20,1,1,0,3,2
28457.0,73,0,6,0,0,96,24,1,108,29,29,14,205,1,4,1,4,2
78952.0,67,4,5,0,1,11,1170,19,594,99,76,134,2092,2,2,5,12,1
46310.0,49,2,2,1,0,99,185,2,88,15,5,14,309,2,6,1,5,2
76005.0,70,2,5,0,0,72,983,20,389,240,50,40,1722,1,3,5,13,1
58308.0,61,3,4,0,1,77,691,0,69,10,0,130,900,4,2,6,3,3
55614.0,81,4,2,0,0,85,504,13,131,8,0,26,682,1,9,4,6,3
59432.0,63,3,2,0,1,88,317,25,265,25,19,12,663,3,5,3,11,3
55563.0,47,2,2,0,1,22,29,1,9,2,0,2,43,1,2,0,3,2
78642.0,54,4,5,0,1,83,1396,0,322,46,35,17,1816,1,4,9,4,1
67911.0,76,4,5,0,1,63,529,0,356,63,28,0,976,3,6,7,11,3
65275.0,81,2,3,0,0,9,388,14,218,91,14,21,746,1,4,3,13,3
27203.0,75,2,5,1,1,92,13,2,21,4,0,24,64,2,1,1,2,2
48330.0,64,3,5,0,1,2,28,0,4,0,0,0,32,1,1,0,3,2
24279.0,35,1,3,0,0,6,16,36,21,20,62,108,263,1,4,1,3,2
64355.0,40,4,3,1,0,66,1047,0,140,67,38,153,1445,2,4,3,12,1
50943.0,69,3,5,0,1,49,31,0,7,2,0,6,46,1,1,0,3,2
53653.0,72,2,6,0,0,29,815,10,239,28,10,108,1210,2,10,4,12,3
65665.0,49,2,3,0,1,77,225,162,387,106,36,29,945,1,5,10,8,3
81217.0,36,2,4,0,0,77,493,70,324,146,40,84,1157,1,3,7,11,3
34935.0,33,2,3,0,0,71,34,4,66,3,10,20,137,1,2,1,4,2
61250.0,66,2,2,0,1,49,382,138,65,60,26,59,730,6,5,2,12,3
39665.0,44,4,5,1,0,97,127,1,56,0,1,31,216,3,4,2,3,2
60152.0,46,2,4,0,1,6,325,83,300,86,58,91,943,1,6,4,12,3
48920.0,61,2,3,0,2,93,238,17,68,8,10,6,347,3,6,2,5,2
89120.0,66,3,5,0,0,78,1168,92,408,72,129,55,1924,1,5,6,7,1
44124.0,79,4,5,0,1,62,284,0,55,0,6,52,397,4,6,2,5,2
81169.0,50,3,4,0,0,47,1288,20,613,80,61,27,2089,1,5,7,9,1
36443.0,64,2,3,1,1,9,65,0,46,4,3,20,138,4,3,1,3,2
26095.0,35,2,4,1,0,77,11,7,9,3,1,11,42,1,1,0,3,2
71367.0,66,2,5,0,0,24,227,23,389,42,21,75,777,1,4,5,7,3
80184.0,81,3,3,0,0,19,1035,134,670,25,38,0,1902,1,6,3,10,1
30630.0,60,2,2,1,1,67,27,1,12,2,0,10,52,2,2,0,3,2
73454.0,38,3,4,0,0,95,982,73,351,56,14,175,1651,1,2,4,6,1
42691.0,34,2,3,0,0,48,179,2,64,38,17,58,358,1,5,1,6,2
70503.0,72,2,3,0,0,73,1379,33,216,0,33,66,1727,1,2,4,9,1
25545.0,38,2,3,1,0,35,32,1,64,16,12,85,210,3,2,2,3,2
32880.0,39,2,3,1,0,76,8,4,15,7,6,2,42,1,1,0,3,2
77863.0,67,4,5,0,0,20,881,38,319,16,25,12,1291,1,4,5,10,1
50353.0,48,3,3,0,0,72,141,15,153,67,31,35,442,1,4,4,6,2
61839.0,61,2,4,0,0,20,1000,155,379,224,17,120,1895,1,4,8,4,1
49154.0,65,4,3,1,1,69,206,10,67,30,27,71,411,6,4,1,8,2
47682.0,50,0,6,0,1,80,162,61,83,97,57,61,521,4,4,3,8,2
72679.0,56,2,4,0,1,65,619,54,260,127,54,54,1168,1,4,7,5,3
57954.0,48,3,5,1,1,52,456,4,24,0,0,9,493,7,8,2,6,3
65316.0,63,2,3,1,1,65,112,6,92,3,9,38,260,2,3,2,5,2
28567.0,43,2,4,1,0,57,11,3,22,2,2,6,46,2,2,0,3,2
47352.0,74,3,5,0,1,70,172,12,112,8,0,15,319,4,6,1,5,2
44931.0,58,2,5,0,1,0,78,0,11,0,0,7,96,1,2,1,3,2
76982.0,58,2,2,0,0,19,464,151,292,65,60,30,1062,1,8,3,4,3
57247.0,73,0,5,0,1,50,99,4,32,37,54,6,232,2,2,1,7,2
22944.0,44,3,4,1,0,67,19,3,19,4,5,26,76,3,3,0,3,2
25315.0,48,0,5,1,0,46,1,9,8,11,3,22,54,3,3,0,3,2
43638.0,56,2,6,0,1,37,63,10,83,7,19,19,201,2,4,1,4,2
42710.0,41,4,4,1,0,38,252,3,42,4,3,102,406,2,4,5,3,2
84169.0,43,4,3,0,0,9,1478,19,403,0,19,0,1919,1,7,6,6,1
54058.0,49,2,5,0,1,56,198,18,252,32,108,54,662,2,4,6,8,3
24683.0,35,0,3,1,0,98,8,4,10,6,7,6,41,2,2,0,4,2
85620.0,61,2,6,0,0,68,416,46,925,60,107,46,1600,1,3,6,4,1
47850.0,45,2,3,1,0,72,42,7,43,20,12,10,134,1,3,0,4,2
19514.0,57,2,3,1,1,47,14,3,21,2,1,28,69,4,3,1,2,2
27159.0,52,3,3,1,1,33,17,0,3,0,0,1,21,2,1,0,3,2
39548.0,62,0,4,1,1,87,15,4,10,3,4,18,54,2,1,1,3,2
21474.0,36,2,4,1,0,0,6,16,24,11,0,34,91,2,3,1,2,2
60504.0,54,4,4,0,1,73,458,0,24,6,4,34,526,2,6,2,8,3
22419.0,62,2,3,0,0,74,30,3,47,19,21,42,162,1,3,2,2,2
81698.0,76,3,3,0,0,4,179,28,520,111,123,47,1008,1,3,8,13,3
43462.0,73,2,5,1,1,50,90,17,97,15,6,15,240,6,4,1,5,2
54880.0,47,4,4,1,0,57,308,85,137,102,45,118,795,2,6,2,11,3
79908.0,43,2,3,0,0,30,557,129,761,29,185,111,1772,1,5,6,7,1
15315.0,55,0,3,0,0,27,7,4,13,15,8,17,64,2,2,0,4,2
87771.0,66,2,5,0,1,61,1492,38,287,50,57,33,1957,1,5,10,4,1
33039.0,47,2,3,1,0,4,30,8,12,8,8,12,78,1,2,0,4,2
81741.0,45,2,4,0,0,75,249,153,940,58,134,38,1572,0,6,6,7,1
71499.0,54,3,5,0,1,12,465,25,132,136,0,37,795,2,8,3,13,3
62466.0,55,0,3,0,1,13,129,129,259,168,121,83,889,5,6,3,12,3
48799.0,62,4,2,0,1,9,174,18,81,28,6,24,331,3,3,2,7,2
52157.0,75,4,5,0,1,48,189,2,29,3,2,40,265,2,3,2,5,2
66565.0,63,2,4,0,1,80,747,10,161,65,40,42,1065,4,4,2,9,3
29298.0,74,3,5,1,1,60,6,0,2,2,0,1,11,1,1,0,2,2
47691.0,46,2,4,0,1,43,14,0,3,0,0,4,21,1,1,0,2,2
38200.0,55,2,5,1,1,19,12,0,4,0,0,1,17,1,1,0,2,2
44989.0,51,2,3,0,1,26,98,0,106,49,10,106,369,5,5,1,5,2
38443.0,57,4,3,1,1,58,32,0,5,0,0,1,38,2,1,0,3,2
38593.0,47,0,4,1,0,42,51,12,49,17,24,24,177,3,4,1,3,2
64413.0,55,4,5,0,1,27,200,5,44,0,10,20,279,1,5,1,5,2
36959.0,44,3,3,1,0,56,25,6,25,6,0,0,62,2,2,0,3,2
61996.0,48,4,3,0,1,27,1050,12,144,0,0,24,1230,3,6,4,8,1
51287.0,57,2,3,1,1,10,117,0,22,13,0,30,182,3,4,1,3,2
13260.0,55,2,3,1,1,48,9,4,17,10,2,7,49,4,3,0,3,2
47472.0,59,4,5,1,1,39,56,0,11,0,0,8,75,2,2,0,4,2
54603.0,69,3,5,1,1,85,145,13,46,17,2,4,227,6,4,2,4,2
45207.0,51,4,3,1,1,64,203,0,10,0,0,2,215,5,3,1,6,2
40689.0,74,2,5,0,1,69,270,3,27,39,6,99,444,7,7,1,5,2
47821.0,58,0,5,1,1,54,9,0,16,6,6,10,47,1,1,0,3,2
27450.0,74,3,3,0,0,57,37,12,23,8,11,52,143,1,2,1,3,2
39453.0,42,2,5,1,0,64,46,0,7,0,0,2,55,2,2,0,3,2
26850.0,54,0,5,1,1,10,31,1,13,7,2,9,63,4,2,1,4,2
79800.0,70,2,6,0,0,65,1060,21,530,32,0,224,1867,1,5,11,5,1
61794.0,64,3,3,0,1,74,264,47,188,54,47,11,611,2,4,4,10,3
53863.0,70,2,5,0,1,4,399,4,30,6,4,30,473,3,7,1,7,2
24221.0,66,2,5,0,0,94,8,9,9,2,5,22,55,1,1,1,3,2
39684.0,41,4,4,1,0,41,19,0,35,6,4,17,81,2,2,1,2,2
92163.0,50,3,3,0,0,25,817,183,797,106,163,20,2086,0,5,11,5,1
69882.0,60,3,4,0,0,94,292,127,635,132,127,165,1478,1,3,7,9,1
33178.0,48,2,5,1,0,9,12,6,2,11,2,16,49,1,1,0,3,2
59973.0,53,4,3,0,0,47,130,30,168,20,34,0,382,1,3,4,7,2
17459.0,50,3,5,1,0,12,6,4,16,3,10,30,69,3,3,1,2,2
23910.0,56,2,2,1,0,80,16,12,18,7,1,13,67,1,2,0,3,2
42169.0,56,3,3,1,1,20,19,0,9,0,0,2,30,2,1,0,3,2
26224.0,47,0,3,1,0,39,4,7,15,13,9,15,63,3,2,1,3,2
31089.0,44,2,5,1,0,57,31,3,31,2,8,4,79,3,3,0,4,2
30081.0,64,2,4,0,1,27,36,0,2,0,0,4,42,1,1,0,3,2
62807.0,65,2,5,0,1,83,526,28,135,10,21,99,819,3,5,3,12,3
72906.0,70,2,4,0,0,79,400,32,519,71,75,54,1151,1,3,4,9,3
61467.0,77,4,3,0,2,69,410,16,114,0,5,49,594,3,5,2,10,3
49618.0,59,3,5,1,1,77,80,3,26,4,2,14,129,4,3,1,3,2
21888.0,39,3,4,1,0,15,88,10,46,2,3,64,213,4,5,1,2,2
42429.0,52,2,6,0,1,99,55,0,6,2,0,4,67,2,1,1,3,2
26150.0,69,2,2,2,1,61,5,1,13,3,5,1,28,1,1,0,3,2
30801.0,50,1,3,0,1,23,8,4,5,15,2,11,45,2,1,0,3,2
81168.0,60,2,3,0,0,84,410,0,592,147,22,22,1193,1,6,4,7,3
26877.0,56,3,4,0,0,74,101,13,76,20,18,40,268,2,3,1,6,2
45006.0,81,3,6,0,0,90,162,25,53,16,0,10,266,1,3,1,7,2
18978.0,52,1,3,1,0,41,2,8,1,4,7,15,37,1,1,0,3,2
22574.0,58,2,3,2,1,28,25,0,8,2,0,2,37,2,2,0,3,2
48240.0,56,4,4,0,0,73,389,91,248,64,49,41,882,3,6,3,13,3
45837.0,51,2,3,1,1,88,215,13,87,17,17,24,373,5,6,2,5,2
35791.0,60,3,4,2,1,94,27,0,5,0,0,3,35,2,1,0,3,2
54162.0,47,2,6,1,1,31,5,6,10,6,5,10,42,1,1,0,3,2
30522.0,65,3,3,0,1,6,179,8,83,19,11,26,326,5,1,2,9,2
54456.0,64,4,3,0,1,23,352,0,27,10,0,15,404,3,6,1,7,2
31632.0,54,2,4,0,0,92,17,8,12,11,15,32,95,1,2,1,2,2
72298.0,76,2,6,0,0,52,625,35,169,58,17,35,939,1,4,3,6,3
36975.0,47,0,4,1,0,50,10,6,11,0,4,2,33,1,1,0,3,2
72635.0,70,0,3,0,0,54,390,22,323,104,35,107,981,1,6,8,6,3
13624.0,49,2,3,1,0,93,10,2,15,2,1,6,36,2,2,0,3,2
84196.0,50,2,4,0,1,56,215,63,507,231,31,190,1237,1,8,4,7,3
70971.0,65,2,5,0,1,28,1001,17,572,93,125,17,1825,7,11,11,5,1
34487.0,48,4,2,1,1,94,19,18,33,24,1,8,103,3,3,0,3,2
28769.0,48,2,4,1,0,76,41,5,129,10,3,3,191,3,4,1,4,2
69084.0,55,4,3,1,0,43,1181,107,199,39,30,30,1586,2,7,3,13,1
65488.0,67,4,5,0,0,46,603,45,207,36,18,54,963,1,3,4,6,3
62466.0,55,0,3,0,1,13,129,129,259,168,121,83,889,5,6,3,12,3
32218.0,65,0,4,0,0,27,10,24,15,13,1,30,93,1,2,1,3,2
83917.0,52,2,4,0,0,12,514,22,732,42,198,79,1587,1,6,7,7,1
46102.0,63,2,2,2,1,3,14,0,1,0,0,1,16,1,1,0,2,2
84574.0,73,2,4,0,0,72,387,20,713,38,54,163,1375,1,9,11,11,1
56181.0,63,2,3,0,1,6,121,103,69,8,44,48,393,1,4,2,7,2
63120.0,75,3,2,0,1,53,965,69,279,54,41,69,1477,5,8,4,9,1
73691.0,54,2,3,0,1,58,707,21,250,85,43,73,1179,2,6,2,8,3
63381.0,65,2,5,0,1,78,571,50,142,33,50,159,1005,4,4,5,13,3
76140.0,77,4,5,0,0,57,586,66,653,17,0,26,1348,1,5,9,6,1
62859.0,66,4,2,0,1,37,1063,89,102,16,12,25,1307,4,9,4,6,1
45906.0,61,2,4,0,1,20,305,3,27,4,3,144,486,2,5,4,4,2
77632.0,78,3,5,0,0,73,1200,105,758,0,42,147,2252,1,4,2,6,1
46463.0,54,4,3,1,1,56,163,2,40,8,11,11,235,7,3,1,6,2
105471.0,55,2,5,0,0,36,1009,181,104,202,21,207,1724,0,9,8,13,1
55282.0,55,3,2,1,0,9,125,6,73,8,4,19,235,1,3,1,6,2
78710.0,48,3,3,0,1,42,721,0,152,119,50,50,1092,3,7,6,12,3
66886.0,67,2,5,0,1,28,315,4,62,41,31,146,599,2,7,1,7,3
98777.0,65,3,4,0,0,23,1000,19,711,125,115,38,2008,0,4,6,9,1
29103.0,40,2,5,1,0,38,16,0,17,6,3,6,48,2,1,0,3,2
67445.0,51,2,3,0,1,63,757,80,217,29,80,11,1174,5,9,6,12,3
50616.0,75,4,5,0,1,71,30,2,25,0,1,9,67,1,1,1,4,2
49431.0,70,2,2,0,1,9,219,3,100,26,0,17,365,2,7,1,5,2
61278.0,72,2,5,0,1,87,111,3,28,2,6,15,165,2,3,1,4,2
26490.0,67,0,5,0,0,92,45,47,52,21,20,25,210,2,3,1,5,2
73059.0,78,4,5,0,1,36,410,112,420,0,82,71,1095,1,9,3,13,3
46734.0,59,4,4,1,2,86,100,1,39,6,1,76,223,4,3,2,3,2
56253.0,62,2,5,0,1,83,509,0,65,7,11,5,597,4,7,2,9,3
19986.0,40,2,3,1,0,74,3,6,5,0,2,6,22,1,0,0,3,2
58330.0,50,2,6,0,1,87,445,53,213,104,98,151,1064,1,6,4,13,3
25965.0,45,1,3,0,0,29,2,2,11,41,7,11,74,1,2,0,3,2
14661.0,69,3,5,0,0,88,4,1,11,6,2,2,26,1,1,0,3,2
18690.0,66,2,3,0,0,77,6,1,7,23,4,19,60,1,1,1,2,2
45068.0,51,4,5,0,1,25,14,0,3,0,0,3,20,1,1,0,2,2
21063.0,38,1,4,1,0,34,1,10,11,19,3,15,59,2,2,0,3,2
29187.0,57,4,3,1,0,43,26,0,6,0,0,2,34,1,1,0,3,2
54690.0,54,0,3,1,1,76,111,16,37,7,9,18,198,3,3,1,5,2
59304.0,61,4,3,0,1,81,418,61,428,80,51,10,1048,3,7,8,10,3
59247.0,63,3,4,0,2,87,327,9,122,19,14,83,574,5,5,2,9,3
66731.0,55,2,6,0,1,33,371,159,194,58,106,141,1029,4,4,3,6,3
77353.0,45,2,3,0,1,38,275,59,107,69,101,59,670,2,6,4,8,3
52614.0,50,4,4,0,1,63,789,0,142,12,9,38,990,2,2,4,8,3
26751.0,51,2,3,2,0,26,1,1,5,0,3,1,11,1,1,0,2,2
81300.0,62,4,3,0,1,17,1004,12,145,32,12,36,1241,3,10,3,5,1
70337.0,46,2,4,0,0,75,187,81,149,25,43,91,576,1,2,2,12,3
36145.0,40,0,3,1,0,13,56,4,76,17,1,18,172,4,4,1,3,2
65295.0,45,4,4,0,0,19,365,32,117,34,110,6,664,1,3,3,13,3
68118.0,62,2,2,0,1,51,595,23,123,10,23,154,928,2,8,9,4,3
68743.0,58,2,2,0,0,81,1132,134,384,175,134,115,2074,1,11,5,13,1
41039.0,43,0,5,0,0,32,34,11,137,179,61,45,467,1,8,1,5,2
